7,5.0
14,5.6000000000000005
21,7.200000000000001
28,14.8
35,20.400000000000002
42,33.0
49,37.6
56,37.2
63,42.800000000000004
70,55.400000000000006
77,55.0
84,66.6
91,64.2
98,68.8
105,78.4
112,81.0
119,94.60000000000001
99,77.60000000000001
106,84.2
113,82.80000000000001
120,93.4
100,73.4
107,76.0
114,81.60000000000001
121,96.2
101,75.2
108,78.80000000000001
115,86.4
122,95.0
102,80.0
109,85.60000000000001
116,88.2
123,93.80000000000001
103,79.80000000000001
110,81.4
117,84.0
124,90.60000000000001
104,82.60000000000001
111,83.2
118,89.80000000000001
125,92.4
105,81.4
112,85.0
119,84.60000000000001
126,93.2
106,78.2
113,88.80000000000001
120,89.4
127,92.0
107,80.0
114,87.60000000000001
121,88.2
128,97.80000000000001
108,76.80000000000001
115,84.4
122,94.0
102,72.0
109,80.60000000000001
116,84.2
123,95.80000000000001
103,75.80000000000001
110,86.4
117,87.0
124,97.60000000000001
104,76.60000000000001
111,87.2
118,91.80000000000001
98,74.8
105,82.4
112,82.0
119,91.60000000000001
99,78.60000000000001
106,79.2
113,83.80000000000001
7,-1.0
14,7.6000000000000005
21,7.200000000000001
28,20.8
35,25.400000000000002
42,26.0
49,32.6
56,44.2
63,44.800000000000004
70,50.400000000000006
77,61.0
84,58.6
91,71.2
98,67.8
105,73.4
112,88.0
119,94.60000000000001
99,76.60000000000001
106,82.2
113,80.80000000000001
120,86.4
127,97.0
107,83.0
114,88.60000000000001
121,94.2
101,73.2
108,78.80000000000001
115,90.4
95,66.4
102,74.0
109,85.60000000000001
116,90.2
96,75.2
103,81.80000000000001
110,84.4
117,92.0
97,68.0
104,76.60000000000001
111,85.2
118,92.80000000000001
98,74.8
105,78.4
112,82.0
119,87.60000000000001
126,94.2
106,79.2
113,84.80000000000001
120,85.4
127,91.0
107,76.0
114,80.60000000000001
121,86.2
128,95.80000000000001
108,79.80000000000001
115,87.4
122,91.0
102,80.0
109,80.60000000000001
116,90.2
96,66.2
103,76.80000000000001
110,78.4
117,92.0
97,67.0
104,80.60000000000001
111,85.2
118,93.80000000000001
98,77.8
105,75.4
112,89.0
119,91.60000000000001
99,74.60000000000001
106,75.2
113,88.80000000000001
120,89.4
127,100.0
7,-2.0
14,0.6000000000000005
21,16.200000000000003
28,19.8
35,25.400000000000002
42,31.0
49,38.6
56,42.2
63,49.800000000000004
70,47.400000000000006
77,56.0
84,63.6
91,64.2
98,68.8
105,73.4
112,83.0
119,89.60000000000001
126,99.2
106,83.2
113,85.80000000000001
120,92.4
100,75.4
107,75.0
114,86.60000000000001
121,96.2
101,75.2
108,78.80000000000001
115,85.4
122,91.0
102,80.0
109,83.60000000000001
116,84.2
123,89.80000000000001
130,97.4
110,81.4
117,83.0
124,98.60000000000001
104,73.60000000000001
111,82.2
118,91.80000000000001
98,73.8
105,75.4
112,86.0
119,93.60000000000001
99,74.60000000000001
106,76.2
113,80.80000000000001
120,93.4
100,72.4
107,80.0
114,83.60000000000001
121,91.2
101,78.2
108,80.80000000000001
115,84.4
122,87.0
129,98.60000000000001
109,77.60000000000001
116,83.2
123,87.80000000000001
130,103.4
7,3.0
14,10.600000000000001
21,8.200000000000001
28,21.8
35,24.400000000000002
42,24.0
49,30.6
56,41.2
63,47.800000000000004
70,48.400000000000006
77,55.0
84,64.6
91,65.2
98,71.8
105,78.4
112,86.0
119,91.60000000000001
99,71.60000000000001
106,78.2
113,85.80000000000001
120,86.4
7,-3.0
14,7.6000000000000005
21,8.200000000000001
28,15.8
35,25.400000000000002
42,26.0
49,34.6
56,38.2
63,39.800000000000004
70,45.400000000000006
77,59.0
84,63.6
91,70.2
98,77.8
105,80.4
112,79.0
119,90.60000000000001
99,71.60000000000001
106,78.2
